ID,mood
1,3.447279249
2,1.103519906
3,6.134288038
4,5.865393926
5,4.479369037
6,4.78905978
7,6.096336018
8,4.329241005
9,3.110127595
10,4.176379432
11,3.471505558
12,5.197891725
13,4.558712009
14,2.566559869
15,4.253007717
16,4.095159279
17,4.975677671
18,3.300928334
19,1.569974185
20,2.421307715
21,5.231877881
22,4.15512069
23,3.012513719
24,3.357470232
25,4.072292781
26,4.203143242
27,7.412510796
28,7.138793706
29,3.239787839
30,3.555318796
31,4.713837182
32,2.060684721
33,3.692043512
34,4.203283398
35,3.801064781
36,4.659408013
37,1.370617297
38,3.491745814
39,1.138722975
40,1.617833119
41,1.842979525
42,3.799274355
43,4.581751373
44,3.259843207
45,2.785429932
46,2.741359712
47,2.468944896
48,3.919769685
49,1.735782623
50,2.723327907
51,2.562833704
52,3.270477891
53,5.81402408
54,4.104643442
55,3.251179158
56,1.26898033
57,3.895222769
58,3.066486463
59,4.249261747
60,2.765166909
61,2.812741885
62,3.871936128
63,4.1209034
64,4.110854189
65,3.031734157
66,4.174460479
67,4.841946488
68,2.432030384
69,5.761427237
70,4.615874814
71,4.202569014
72,4.342613872
73,5.420019654
74,2.689908534
75,1.829172007
76,3.168145204
77,3.346834306
78,3.24497648
79,5.943058807
80,3.814490703
81,6.070416123
82,3.380583402
83,2.672833666
84,3.624417932
85,4.551403125
86,4.936675969
87,6.405223373
88,2.62478681
89,4.281928317
90,2.48532771
91,2.291667363
92,3.156950909
93,4.835743711
94,3.257024036
95,2.820424636
96,2.250618425
97,3.255747651
98,4.802910041
99,-1.564202
100,3.693576636
101,3.234116145
102,4.473669525
103,5.291634762
104,4.638140509
105,2.279004531
106,3.327710807
107,2.980846868
108,5.464613178
109,4.426330723
110,3.131886387
111,1.178862451
112,2.426774056
113,2.505691801
114,6.812843816
115,2.169618452
116,4.202077591
117,3.556547596
118,4.404989425
119,3.750352177
120,3.019768376
121,6.517664318
122,2.943210257
123,3.204233553
124,3.510469162
125,3.010374065
126,2.929158606
127,4.2547423
128,2.896935398
129,5.430278612
130,1.799564613
131,2.392755257
132,4.823227794
133,3.519663529
134,3.560085915
135,4.789032147
136,3.525760785
137,3.929300116
138,4.431750617
139,3.375868334
140,1.830767223
141,3.070401816
142,6.305987018
143,3.830846737
144,0.770744503
145,6.456395255
146,6.512558489
147,3.672614607
148,0.538952488
149,5.053065641
150,4.473209139
151,3.70926353
152,4.635616234
153,1.236538854
154,3.587604677
155,6.257724194
156,5.153394045
157,2.372299268
158,0.261661639
159,1.463789084
160,1.181823367
161,3.443336208
162,1.217798405
163,3.011287994
164,3.731874226
165,3.573453354
166,3.739291895
167,3.322981217
168,4.454387399
169,3.62553929
170,1.748357127
171,0.799612188
172,1.663170727
173,4.82375688
174,4.613455659
175,3.913699869
176,2.989763947
177,2.193364204
178,2.197428718
179,1.294570691
180,3.428143204
181,5.753776054
182,5.266146258
183,1.35577754
184,2.765086704
185,3.036135326
186,2.966554613
187,1.767349033
188,5.524756756
189,6.485234675
190,2.787766086
191,4.559740645
192,6.534861433
193,5.183069119
194,3.586702131
195,4.877487664
196,0.069912975
197,5.524760836
198,4.716194549
199,5.867720774
200,7.420167903
201,1.886465312
202,5.941442483
203,4.312361126
204,1.713744933
205,3.174223994
206,4.093008249
207,3.395610772
208,3.076975443
209,3.931558731
210,2.819021356
211,3.926275378
212,2.273586912
213,6.919568443
214,2.189402314
215,3.695437285
216,5.098657964
217,4.088511866
218,3.630302956
219,0.465309405
220,2.871091122
221,2.183924181
222,2.184492612
223,3.674879078
224,3.040448009
225,4.361927961
226,3.06279317
227,1.502609721
228,5.350382837
229,4.538178786
230,0.90226433
231,3.995108129
232,2.061592245
233,2.64184378
234,3.24746955
235,3.334927434
236,2.466848038
237,3.2145214
238,2.481952258
239,3.666415094
240,1.943312244
241,4.084875742
242,5.499411204
243,4.147534031
244,5.617976745
245,3.995335862
246,5.159493994
247,4.887620411
248,2.717360984
249,3.236651391
250,4.247570634
251,2.559651366
252,3.82892338
253,2.507287812
254,4.878754819
255,5.713326066
256,1.727954281
257,0.352641486
258,2.679840068
259,1.17730862
260,2.192945657
261,3.912996187
262,5.294001646
263,2.315492797
264,-0.302532895
265,2.474643749
266,2.267806937
267,4.267434284
268,1.394948667
269,3.246345428
270,1.110795921
271,2.553324336
272,4.707284768
273,2.049211071
274,3.284656133
275,2.881112674
276,3.56395326
277,5.40734802
278,1.509015765
279,1.404848505
280,3.976409982
281,1.808540083
282,2.726112267
283,6.907560867
284,3.955489476
285,2.782019133
286,3.621429604
287,1.693143857
288,2.000044805
289,2.601072707
290,4.236667665
291,4.269005071
292,5.720975965
293,4.647339741
294,3.085773535
295,2.901840598
296,4.904384444
297,1.922063861
298,3.997084789
299,4.522741829
300,4.825666227
301,1.926816311
302,2.736392942
303,3.048560585
304,1.541271775
305,3.379992528
306,5.171664091
307,3.84600884
308,4.361204133
309,2.887192185
310,2.963440292
311,6.930262493
312,3.167063746
313,3.988950095
314,3.519214972
315,1.998733465
316,3.915636409
317,3.294754443
318,2.481791126
319,4.519475166
320,1.755935573
321,2.397672226
322,0.544225026
323,5.723723888
324,4.206043836
325,4.096068325
326,5.063507574
327,2.503779657
328,2.072752384
329,2.976511805
330,6.496749848
331,2.386353646
332,3.395897777
333,3.894321169
334,5.588266641
335,4.695653091
336,2.950070588
337,1.635958632
338,4.824562196
339,3.43715319
340,2.887384629
341,5.809560296
342,4.502436482
343,3.145162799
344,3.664367883
345,4.990048167
346,2.799329717
347,4.195905983
348,3.313548117
349,1.437216151
350,4.354594622
351,1.299719781
352,1.544387441
353,4.412369664
354,1.622337039
355,2.032045238
356,5.071096782
357,3.761725847
358,4.772420262
359,4.965470556
360,2.389709934
361,3.413987169
362,5.268079966
363,3.400122375
364,5.405806165
365,0.042242074
366,4.953586734
367,4.122839715
368,0.66729682
369,4.564420644
370,6.541758834
371,6.641630681
372,3.248370733
373,7.325429502
374,4.057522977
375,3.993454584
376,1.106410009
377,4.053163418
378,5.738628869
379,4.796334607
380,4.110151114
381,4.229190739
382,1.391377207
383,1.843144876
384,2.906307641
385,5.766604619
386,5.551180185
387,5.260218555
388,4.498348836
389,5.11999018
390,3.811415066
391,1.778335917
392,3.415276277
393,3.394419733
394,4.725907153
395,3.202716395
396,2.919760999
397,3.018630028
398,3.607293922
399,4.565865618
400,5.336800958
401,1.556461462
402,-0.965186342
403,0.680658063
404,3.960430201
405,4.160424214
406,3.941740196
407,5.452772748
408,4.579952813
409,4.877578991
410,3.890334925
411,5.46548852
412,5.272080153
413,7.036136181
414,3.298153381
415,4.12371831
416,4.62398231
417,3.409016868
418,4.274534343
419,3.993458158
420,4.143751622
421,3.77789139
422,3.208605072
423,4.400252553
424,2.10391544
425,3.957684036
426,5.592289655
427,3.265416958
428,3.333473549
429,4.440910905
430,4.061603995
431,5.706829431
432,3.807220574
433,2.883491716
434,4.617508755
435,5.573960827
436,2.346690436
437,3.493383622
438,3.251861472
439,3.187347805
440,1.781673572
441,4.267452763
442,3.801228554
443,4.7805261
444,4.139629458
445,1.19934086
446,4.131631634
447,2.823499256
448,6.215737377
449,4.33746426
450,4.856387079
451,4.340519214
452,0.893467414
453,2.236920363
454,5.241605189
455,5.583699916
456,2.07238852
457,5.344976658
458,3.042270521
459,3.693656959
460,4.047353499
461,3.195096799
462,4.516030437
463,3.672097794
464,3.16433326
465,3.267452926
466,4.61283363
467,2.543598484
468,3.515276869
469,3.625567488
470,4.651881841
471,5.420102462
472,6.349300327
473,1.227197535
474,3.580666973
475,3.619591486
476,4.251835147
477,0.904674466
478,3.403761439
479,1.015870823
480,3.014768626
481,2.879464122
482,1.273381538
483,3.940916481
484,3.879116483
485,4.593134667
486,5.763302089
487,0.918189339
488,4.653580952
489,3.003221655
490,3.100695064
491,1.899381042
492,2.221719748
493,4.103245465
494,4.05558638
495,4.78002568
496,2.778176773
497,3.504632227
498,1.817154424
499,4.71681385
500,-0.955697644
501,3.453495192
502,5.246011763
503,2.923791877
504,4.749733599
505,4.564793514
506,5.81131648
507,2.683230126
508,4.158850335
509,2.618926361
510,1.918114128
511,3.319211337
512,3.926579407
513,3.295044648
514,3.328100583
515,4.474577143
516,3.320065975
517,4.587561612
518,5.632042917
519,4.263676716
520,2.506008596
521,4.885923578
522,5.261012768
523,2.757897997
524,3.800086054
525,3.380662428
526,2.477087153
527,5.125161946
528,4.73735417
529,2.630009131
530,4.69489534
531,2.120047908
532,3.30484085
533,2.718226458
534,2.899057114
535,6.911181388
536,4.28113766
537,3.426992604
538,3.180486431
539,4.537308822
540,4.2811144
541,1.220656733
542,4.886869487
543,5.035995882
544,4.307111419
545,2.821450437
546,4.018262109
547,6.821866445
548,3.4409304
549,3.338779422
550,3.246872799
551,3.644246018
552,3.163272622
553,4.335422574
554,1.728039365
555,3.220022331
556,4.490820727
557,1.309552918
558,2.296872125
559,5.397941891
560,4.574004335
561,3.60729417
562,3.396395433
563,6.192796846
564,4.94644587
565,3.766150741
566,4.401268138
567,4.318474127
568,4.721282266
569,3.52912131
570,2.003059575
571,1.810381122
572,2.942148906
573,2.080293301
574,3.744521434
575,3.190528695
576,1.800640035
577,5.477878013
578,5.685364655
579,6.224169802
580,2.702550649
581,4.105314272
582,2.894638165
583,2.6078269
584,3.176705532
585,5.077158247
586,4.780736236
587,4.292653815
588,5.603103099
589,1.932061359
590,1.501518962
591,1.621039293
592,5.608664113
593,4.783447492
594,5.137410197
595,1.879428207
596,3.030221199
597,3.985854243
598,3.145238562
599,3.469417133
600,3.440643649
601,2.942592438
602,2.994138799
603,4.004239513
604,0.656603519
605,2.531090575
606,3.101219254
607,4.858502122
608,1.498246731
609,3.461524399
610,5.44289199
611,2.301328872
612,2.786102032
613,6.756600965
614,4.052113704
615,2.7965062
616,5.672842633
617,3.108770046
618,4.921485066
619,3.853240539
620,3.54368341
621,4.349631661
622,3.871465735
623,1.988828493
624,1.203397168
625,4.786295259
626,7.048537591
627,2.404984995
628,2.77481659
629,2.745724845
630,3.21627642
631,3.141520153
632,3.190426015
633,3.967822913
634,3.832837859
635,0.402287505
636,4.743217571
637,4.856284881
638,4.322457203
639,5.593714089
640,5.242819537
641,1.583989093
642,3.245221475
643,2.486809924
644,1.396411154
645,1.838264737
646,2.286372712
647,4.247121637
648,3.185828966
649,3.044441906
650,3.369632269
651,4.940255924
652,3.464827568
653,3.06370439
654,1.912189189
655,3.228033064
656,5.01705299
657,3.121275245
658,3.012390939
659,3.905498754
660,1.272093704
661,2.845505968
662,2.508636683
663,2.388468502
664,5.225984641
665,1.82993323
666,0.902359429
667,3.3227994
668,6.144447479
669,2.89029405
670,3.426234611
671,2.069541503
672,6.025009274
673,2.896882641
674,3.252138054
675,3.614971928
676,2.763168704
677,1.52766789
678,3.714969716
679,4.338379232
680,1.761043286
681,3.796244364
682,4.539328182
683,2.12775299
684,2.738377895
685,2.133766983
686,3.606403904
687,1.743200844
688,2.553334244
689,3.066696094
690,5.894804755
691,4.634676583
692,3.802606307
693,1.559091758
694,5.430474994
695,5.132521022
696,7.101495127
697,3.763607206
698,6.658409026
699,3.427331059
700,1.036252089
701,2.891306047
702,2.557834325
703,5.738890318
704,4.40228348
705,1.836268024
706,2.45299321
707,2.757702762
708,2.911007383
709,2.824856154
710,3.180153486
711,3.490974454
712,0.688181322
713,3.772058368
714,3.227290085
715,1.041655721
716,3.627714166
717,2.757769718
718,1.750486944
719,4.112784182
720,4.207102144
721,2.44514773
722,6.92216293
723,3.433621332
724,5.347860411
725,0.863749227
726,1.364900057
727,4.352504881
728,3.114200437
729,2.379189904
730,4.178733616
731,0.896895949
732,5.556984084
733,3.819030492
734,1.913254639
735,3.642717747
736,3.906850048
737,0.804737002
738,4.190849862
739,2.252271641
740,4.36052922
741,3.947854246
742,4.99032358
743,2.64871397
744,3.915475045
745,3.638583252
746,-0.295022853
747,5.029130714
748,5.069734551
749,1.364202673
750,1.535012555
751,4.136990894
752,5.593005602
753,4.386789311
754,3.070844089
